sqft,bedrooms,bathrooms,floors,waterfront,view,condition,grade,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
1510,4,2.0,1.0,0,0,4,7,1997,0,98059,47.4948,-122.136,1660,11910,434000
2670,5,3.5,2.0,0,0,3,9,1911,0,98004,47.6332,-122.222,1940,7370,1704000
3160,6,4.25,2.0,0,0,3,9,1945,0,98125,47.7126,-122.308,3310,13710,792000
1070,3,1.5,2.0,0,2,5,6,1957,0,98125,47.7247,-122.29,1230,11400,292000
1650,2,2.25,1.5,0,0,4,7,1964,0,98052,47.6742,-122.126,1790,11060,461000
2130,4,1.5,1.0,0,0,5,8,1961,0,98033,47.6668,-122.199,1940,5570,813000
1620,3,2.25,1.5,0,0,3,7,1984,0,98178,47.5074,-122.25,1350,12070,279000
1590,3,2.5,2.0,0,0,3,5,1992,0,98023,47.3147,-122.358,1790,7590,243000
2160,4,2.75,1.0,0,0,3,8,1918,0,98059,47.4835,-122.137,2650,3890,566000
2790,5,3.75,2.0,0,0,5,7,1915,0,98125,47.7114,-122.304,3110,5120,574000
1870,3,2.5,2.0,0,0,3,9,1950,0,98033,47.6758,-122.19,2020,8610,802000
1340,3,1.25,2.0,0,0,2,6,1905,0,98106,47.5602,-122.346,1550,8520,241000
1920,2,2.0,2.0,0,0,3,7,1953,0,98199,47.6369,-122.431,1610,4050,745000
1610,3,1.75,2.0,0,0,3,6,2003,0,98031,47.4022,-122.201,1600,8910,285000
3150,6,3.5,1.5,0,0,3,8,1932,1998,98133,47.7311,-122.328,1930,5150,723000
1050,3,1.5,1.0,0,0,3,6,2012,0,98059,47.4784,-122.115,900,5740,255000
1310,4,2.25,1.0,0,0,4,7,2010,0,98103,47.6691,-122.354,1460,5710,507000
1830,4,2.5,2.0,0,0,1,5,1900,0,98115,47.6578,-122.304,1880,5530,356000
2100,4,2.75,1.0,0,0,3,8,1903,0,98125,47.7071,-122.303,2190,10620,656000
2210,3,2.25,1.0,0,0,5,9,2013,0,98033,47.681,-122.176,2290,3790,842000
1370,3,1.5,1.5,0,0,4,6,1928,0,98133,47.7353,-122.338,1670,10730,293000
2030,4,2.5,2.0,0,0,3,8,1991,0,98033,47.6859,-122.194,1830,8570,679000
2930,6,3.5,1.5,0,2,4,7,1975,0,98133,47.7496,-122.365,2060,4410,617000
3030,6,4.5,2.0,0,0,4,9,1932,0,98059,47.4695,-122.119,2780,3520,856000
1850,2,2.75,2.0,0,0,4,8,1979,0,98112,47.6258,-122.293,1520,6380,929000
1220,2,1.75,1.0,0,2,3,6,1987,0,98144,47.5917,-122.289,990,5030,395000
1140,2,1.0,1.0,0,0,4,7,1993,0,98106,47.5531,-122.357,1150,8870,239000
2660,4,3.5,2.0,0,0,4,8,1994,0,98023,47.3188,-122.369,3670,13380,697000
1340,3,1.75,1.0,0,0,4,8,1939,0,98033,47.6559,-122.168,1430,8950,650000
2080,4,2.5,1.0,0,0,4,7,1907,0,98125,47.7009,-122.289,1880,6290,506000
1030,2,1.75,1.0,0,0,4,6,1980,0,98133,47.7519,-122.353,700,3540,244000
2040,4,2.75,1.0,0,0,5,7,1984,0,98106,47.5226,-122.347,1790,12310,468000
1890,4,2.75,3.0,0,0,3,6,1957,0,98115,47.6701,-122.286,1460,2310,512000
1800,3,2.25,2.0,0,0,5,8,2003,0,98117,47.681,-122.358,1620,11080,650000
1020,1,1.5,2.0,0,0,3,7,1918,0,98033,47.6592,-122.188,940,7990,440000
2610,5,4.0,2.0,0,0,3,7,1986,0,98178,47.4992,-122.228,2640,9500,533000
2830,5,3.25,1.0,0,0,3,10,1926,0,98033,47.6897,-122.183,2780,4660,1170000
1290,2,1.75,1.5,0,0,4,7,2011,0,98112,47.6183,-122.308,1380,13450,628000
2380,4,3.0,1.0,0,0,3,8,1975,0,98033,47.6658,-122.207,2470,4880,803000
3400,6,4.25,2.0,0,0,3,9,1964,0,98103,47.6738,-122.34,2550,8370,967000
1440,3,2.75,1.5,0,0,3,7,1967,0,98133,47.7283,-122.33,1590,10810,332000
1760,3,2.25,2.0,0,0,4,7,1994,0,98112,47.643,-122.288,1370,6660,836000
2690,6,2.75,3.0,0,0,3,8,1915,0,98118,47.5378,-122.281,2690,7080,815000
1530,2,1.5,1.5,0,0,4,7,1990,0,98178,47.4949,-122.244,1700,10000,340000
1540,4,2.25,1.0,0,3,3,6,1946,0,98144,47.5831,-122.289,1770,12110,435000
2530,5,3.25,2.0,0,0,5,9,1946,0,98103,47.6546,-122.332,640,6490,971000
1760,4,2.5,1.0,0,0,4,6,1949,0,98023,47.3258,-122.335,1190,14560,295000
1660,4,2.0,3.0,0,0,4,8,1976,0,98004,47.6123,-122.201,1230,8190,883000
2070,4,2.5,2.0,0,0,4,6,1914,0,98042,47.3683,-122.106,1370,4650,320000
1990,3,3.0,1.0,0,0,3,7,1965,1991,98133,47.749,-122.34,1270,6060,468000
3210,5,4.0,2.0,0,0,4,9,2014,0,98199,47.6535,-122.403,2400,4750,1515000
3250,5,3.75,2.0,0,0,3,9,2013,0,98031,47.4248,-122.197,1970,9710,639000
1560,3,1.75,2.0,0,0,3,8,1977,0,98031,47.4302,-122.226,1220,13350,356000
2410,4,2.75,2.0,0,0,3,7,2008,0,98133,47.7486,-122.335,2090,3040,415000
1880,4,2.0,1.0,0,0,4,7,1936,0,98023,47.3005,-122.366,1650,6440,359000
4180,7,5.0,1.0,0,0,3,9,1994,0,98117,47.6925,-122.353,3460,6320,1140000
1970,5,2.0,1.0,0,1,3,8,1984,0,98004,47.6124,-122.206,2000,10120,954000
1720,3,1.75,2.0,0,0,3,7,1998,0,98023,47.3153,-122.345,1570,6660,295000
1400,3,2.25,3.0,0,0,5,7,1973,0,98133,47.7653,-122.339,1720,3170,328000
2400,5,2.25,2.0,0,0,3,8,1900,0,98052,47.6877,-122.134,2110,4450,877000
2750,5,3.0,1.0,0,3,3,9,1939,0,98133,47.7498,-122.329,2360,4420,624000
2520,4,3.25,2.0,0,0,3,8,1954,2014,98059,47.4858,-122.148,1990,3550,724000
1090,3,2.25,2.0,0,0,4,6,1956,0,98052,47.667,-122.117,1020,3720,417000
1470,4,1.25,2.0,0,4,4,7,1986,0,98133,47.7325,-122.347,1280,6800,450000
3780,7,5.0,2.0,0,0,2,10,1988,0,98059,47.4776,-122.146,3580,9310,1004000
2470,5,3.5,2.0,0,0,3,8,1945,2007,98199,47.6566,-122.423,1980,8510,1126000
3970,7,4.25,2.0,0,0,3,11,1967,1992,98178,47.5223,-122.226,3350,6890,878000
1740,4,2.5,1.0,0,1,2,7,1950,0,98059,47.4894,-122.122,1600,3990,378000
1760,5,2.5,1.0,0,0,2,7,1901,0,98118,47.5464,-122.265,1670,7340,385000
1080,2,1.25,2.0,0,0,4,6,1946,0,98118,47.5418,-122.272,760,7260,297000
1970,5,3.0,1.0,0,0,3,9,1900,0,98106,47.5322,-122.339,1860,11200,441000
1930,3,1.75,1.0,0,0,3,5,1958,1987,98133,47.7399,-122.348,1850,5670,507000
1860,3,2.5,1.0,0,0,4,8,1989,0,98004,47.6125,-122.203,2080,3580,1111000
2070,5,3.5,2.0,0,0,4,7,2001,0,98052,47.6627,-122.122,1990,12080,848000
2790,5,3.5,1.0,0,1,3,11,1996,0,98052,47.6767,-122.122,2430,4440,1492000
3580,6,4.25,2.0,0,0,3,9,1936,2001,98059,47.4855,-122.122,4040,7880,833000
920,3,1.5,1.0,0,0,3,4,1967,0,98112,47.6158,-122.301,850,7510,258000
1030,3,1.75,2.0,0,0,4,5,1904,2010,98125,47.7084,-122.315,810,12280,192000
750,1,0.75,1.0,0,0,3,5,1911,0,98118,47.539,-122.269,790,8970,154000
1550,3,2.0,1.0,0,0,3,6,2012,0,98178,47.4915,-122.249,1130,5040,245000
1950,4,3.25,1.0,0,0,4,7,2004,0,98033,47.6821,-122.196,1510,7400,749000
1990,3,2.0,1.0,0,0,3,8,1958,0,98112,47.6309,-122.308,1490,9010,794000
2990,6,4.0,1.5,0,0,3,10,1902,0,98144,47.5832,-122.293,1650,6690,705000
1610,3,2.5,1.5,0,0,5,7,1910,0,98103,47.6702,-122.327,1420,8090,502000
1500,3,2.25,2.0,0,0,3,7,2012,0,98178,47.4825,-122.232,1590,4780,226000
1750,2,2.5,1.0,0,0,2,8,1909,0,98133,47.758,-122.34,1620,22140,414000
2740,6,4.5,3.0,0,0,3,8,1935,0,98059,47.4766,-122.123,2660,3140,706000
1330,3,1.25,1.0,0,0,3,8,1994,0,98004,47.6112,-122.214,630,12760,572000
2980,6,4.0,2.0,0,0,3,8,2010,0,98112,47.618,-122.305,2390,9030,1120000
2190,4,2.75,2.0,0,0,4,8,1985,0,98199,47.6476,-122.395,2170,22860,808000
1240,3,1.5,1.0,0,0,4,7,1921,0,98199,47.6672,-122.391,1030,4050,547000
1960,4,2.0,2.0,0,0,3,6,1939,0,98031,47.3969,-122.187,1890,6140,328000
2710,5,3.25,2.0,0,2,3,9,1967,0,98144,47.5784,-122.307,2700,14060,1043000
3220,5,3.0,1.0,0,0,5,10,2006,0,98052,47.7028,-122.103,2970,10020,1869000
2200,4,2.5,2.0,0,0,3,7,1999,0,98112,47.6289,-122.302,1390,2700,778000
2610,5,3.25,3.0,0,0,3,9,2004,0,98059,47.4744,-122.117,1870,19350,848000
1800,4,3.0,2.0,0,0,4,7,1962,0,98133,47.7313,-122.339,1610,7500,375000
2000,4,2.5,1.0,0,0,3,7,1929,0,98059,47.486,-122.128,1660,3880,404000
1390,3,1.5,1.0,0,2,3,6,1902,0,98178,47.5057,-122.251,770,5530,298000
1350,3,1.0,2.0,0,0,2,8,1943,0,98052,47.6733,-122.114,1350,9230,496000
4500,7,5.5,2.0,0,0,3,11,1911,0,98144,47.5881,-122.297,3380,9280,1339000
3500,6,3.25,2.0,0,0,3,9,1983,0,98112,47.6142,-122.29,2150,17410,1771000
2350,4,2.5,1.0,1,4,2,7,1948,0,98103,47.6625,-122.347,2280,8540,1393000
2150,4,2.0,2.0,0,0,4,9,2013,0,98059,47.4665,-122.14,2040,8580,512000
1910,3,3.0,1.5,0,0,3,7,2009,0,98133,47.7297,-122.344,970,8120,337000
1050,2,1.25,2.0,0,0,3,5,1999,0,98118,47.5472,-122.292,600,7050,192000
2920,5,4.0,1.0,0,0,3,9,1957,0,98115,47.6803,-122.307,2460,13230,1022000
3920,6,4.5,2.0,0,0,3,11,1973,0,98023,47.3282,-122.366,3120,15770,631000
2970,6,3.75,2.0,0,0,5,9,1948,0,98112,47.6348,-122.311,2740,6250,1745000
1550,4,1.5,2.0,1,3,3,4,1920,0,98031,47.4075,-122.191,1390,9090,358000
1190,2,1.0,1.0,0,0,3,6,1996,0,98199,47.6448,-122.407,1190,3580,408000
950,2,1.5,2.0,0,0,3,6,1955,0,98042,47.3736,-122.093,1090,8980,134000
1060,2,1.0,2.0,0,0,4,6,1959,0,98118,47.5223,-122.28,1030,8700,210000
1390,2,2.25,1.0,0,0,3,7,1902,0,98042,47.3827,-122.11,1130,6360,273000
2280,4,3.25,2.0,0,0,4,7,1914,0,98106,47.5393,-122.372,2010,9940,353000
1880,5,2.75,2.0,0,0,3,8,1977,0,98117,47.6976,-122.377,1250,4560,667000
1090,2,2.0,1.0,0,0,3,4,1935,0,98118,47.5159,-122.283,1180,4790,176000
2650,5,2.5,2.0,0,2,3,8,1937,0,98178,47.5155,-122.248,1740,5870,565000
2270,5,3.0,2.0,0,0,5,9,1923,0,98133,47.7333,-122.353,2560,5430,725000
3380,6,4.75,1.0,0,0,4,8,1909,0,98115,47.677,-122.297,3920,5710,899000
1970,5,2.5,1.0,0,0,3,7,1926,0,98115,47.6745,-122.311,1570,4110,552000
2920,5,3.5,2.0,0,0,3,9,1917,0,98004,47.605,-122.211,2420,9240,1465000
1170,2,1.5,2.0,0,0,2,6,2008,0,98125,47.7222,-122.302,1160,5260,253000
1490,3,1.5,1.0,0,0,3,6,2011,0,98144,47.5672,-122.296,870,4920,381000
1090,1,2.25,1.0,0,0,3,7,1943,0,98115,47.6999,-122.295,960,5680,301000
1140,2,1.5,1.0,0,0,3,6,1956,0,98004,47.6159,-122.221,1020,8580,652000
2530,5,3.25,2.0,0,0,3,9,1968,0,98004,47.6285,-122.215,2240,13670,1149000
2170,4,3.25,1.0,0,0,5,10,1904,0,98118,47.561,-122.286,2400,5060,711000
2430,4,3.5,2.0,0,0,4,7,1988,0,98023,47.31,-122.363,2890,5820,441000
3470,6,4.0,2.0,0,0,4,10,1995,0,98106,47.5254,-122.355,2400,10910,644000
1770,4,2.5,2.0,0,0,4,8,1958,0,98199,47.6463,-122.408,1630,3560,776000
1980,3,2.0,3.0,0,0,3,8,1905,0,98144,47.6006,-122.283,600,7480,629000
1400,2,1.75,1.0,0,0,3,6,1955,0,98052,47.6852,-122.125,1200,29230,427000
1830,4,2.25,2.0,0,2,3,8,1901,0,98031,47.3931,-122.194,1700,10420,405000
1900,4,2.5,2.0,0,0,4,7,1935,0,98178,47.5139,-122.26,1950,7260,346000
2680,5,3.0,1.0,0,0,4,7,1992,0,98033,47.696,-122.198,1460,7320,1185000
2730,5,3.0,2.0,0,0,1,9,2009,0,98004,47.6289,-122.199,2360,17320,1602000
2100,5,2.75,1.0,0,3,3,9,1984,0,98125,47.724,-122.304,1710,6310,822000
1380,3,2.25,2.0,0,0,3,8,1978,0,98144,47.5694,-122.272,1350,6130,524000
4340,7,4.75,1.0,0,0,4,11,1904,1985,98004,47.6268,-122.207,4580,7470,3202000
2350,5,2.5,1.0,0,0,3,9,1978,0,98112,47.6485,-122.301,1930,5490,1021000
2050,3,2.75,1.5,0,0,2,8,1978,0,98144,47.5948,-122.277,2190,5450,611000
2230,6,2.5,1.5,0,0,3,8,1994,0,98144,47.5719,-122.291,1730,11300,533000
2140,3,2.75,2.0,0,1,4,7,1919,0,98118,47.5471,-122.242,2260,11120,461000
2670,4,3.25,2.0,0,0,4,9,1945,0,98117,47.69,-122.389,2620,7890,790000
3740,6,4.25,1.0,0,0,3,8,1925,0,98144,47.5827,-122.305,2990,7560,997000
2370,4,3.25,2.0,0,0,3,9,2010,0,98115,47.6745,-122.29,2960,14670,727000
1580,3,2.0,1.0,0,0,5,7,2002,0,98115,47.6863,-122.284,1780,9140,562000
1210,2,2.0,1.0,0,2,3,6,1978,0,98118,47.5492,-122.246,1050,16230,259000
1810,5,1.25,3.0,0,0,3,7,2002,0,98106,47.5354,-122.36,1700,7720,359000
1920,3,2.5,2.0,0,0,4,7,1999,0,98106,47.5262,-122.343,1280,5540,458000
1490,3,2.5,2.0,0,0,3,7,1980,0,98118,47.5401,-122.265,1000,15280,342000
1330,3,2.0,3.0,1,3,4,6,1938,0,98052,47.6796,-122.126,1260,7560,871000
2610,5,3.5,2.0,0,0,4,8,1908,1992,98144,47.5809,-122.292,2320,19670,969000
1470,3,2.0,1.0,0,0,4,6,1916,0,98059,47.4916,-122.114,1520,11430,412000
2140,5,3.25,1.0,0,0,3,8,1916,0,98125,47.732,-122.295,1050,10420,499000
1520,3,2.0,1.0,0,3,4,6,1938,1995,98133,47.6993,-122.335,1380,12030,340000
2800,5,3.25,1.5,0,0,3,8,2012,0,98133,47.7437,-122.348,2290,4790,598000
1870,4,2.75,2.0,0,0,3,5,1944,0,98112,47.6275,-122.257,1440,10470,627000
2070,4,3.0,2.0,0,0,4,7,1934,0,98059,47.5051,-122.15,1880,1270,595000
1040,3,2.0,1.0,0,0,3,6,1949,0,98199,47.64,-122.401,970,8190,355000
1900,2,2.75,1.0,0,0,3,9,1924,0,98199,47.6486,-122.382,2530,7490,1012000
980,4,1.75,2.0,0,0,4,6,1908,0,98112,47.6016,-122.318,1080,2580,444000
3420,4,4.5,2.0,0,0,3,10,1902,0,98144,47.5761,-122.288,3220,7400,847000
4280,7,5.0,2.0,0,0,4,10,1996,0,98118,47.5372,-122.282,2790,7030,1027000
720,2,1.75,1.0,0,0,3,5,1945,1997,98004,47.6316,-122.219,600,8410,350000
1280,3,1.5,2.0,0,0,5,6,1930,0,98031,47.4249,-122.185,1260,17840,236000
2230,6,2.5,2.0,0,0,5,8,1970,0,98106,47.5427,-122.361,2260,2770,546000
1200,3,2.0,1.0,0,0,4,7,1902,0,98133,47.7503,-122.345,1270,6000,323000
1650,4,2.25,2.0,0,0,3,8,1902,2008,98115,47.6841,-122.302,1330,4080,431000
2990,4,3.5,2.0,0,0,4,7,1912,2006,98103,47.6514,-122.333,3420,6900,838000
1260,2,0.75,2.0,0,0,4,7,1910,2001,98133,47.748,-122.336,1240,5430,374000
1870,5,2.25,2.0,0,0,3,5,1922,0,98059,47.4992,-122.128,1280,8630,358000
2230,6,2.75,1.0,0,3,3,7,1901,0,98023,47.2981,-122.355,2600,9950,406000
1780,3,1.75,1.0,0,0,3,6,1941,0,98031,47.417,-122.197,1540,8710,281000
1980,3,2.5,1.0,0,0,3,8,1997,0,98023,47.3031,-122.362,1990,4290,357000
1680,3,2.0,1.5,0,3,4,6,1926,0,98133,47.7363,-122.363,1940,8970,488000
2470,4,3.0,2.0,0,0,3,9,2009,0,98106,47.5253,-122.328,2100,14730,524000
1470,3,1.75,1.0,0,0,5,7,2004,0,98052,47.6766,-122.12,1060,12670,490000
1040,3,1.5,1.0,0,0,3,6,2005,0,98106,47.5312,-122.348,980,4190,179000
3840,5,4.0,2.0,0,0,3,10,2011,0,98042,47.358,-122.109,4170,7670,762000
1090,2,1.75,1.0,0,0,4,5,1932,0,98059,47.4858,-122.131,1130,2610,226000
1380,4,2.25,3.0,0,0,3,7,1973,0,98112,47.6366,-122.307,1070,16930,465000
1440,2,1.75,2.0,0,0,3,7,1952,0,98042,47.3856,-122.133,1630,6380,251000
3610,6,4.0,1.0,0,0,3,11,1988,0,98059,47.4968,-122.117,3690,4920,1325000
1960,3,2.0,1.0,0,0,3,7,1955,2014,98112,47.6182,-122.309,2110,11890,718000
1930,4,2.5,1.0,0,0,3,10,1936,0,98133,47.7494,-122.343,2200,6960,521000
2500,5,2.5,1.0,0,0,4,8,2007,0,98103,47.6749,-122.346,2920,2980,888000
3160,6,3.0,1.0,0,0,3,10,1903,0,98118,47.5314,-122.261,2500,3910,843000
3660,7,4.25,1.5,0,0,3,11,1962,0,98112,47.6289,-122.306,3580,15510,2406000
2800,4,3.75,2.0,0,0,3,8,1954,0,98033,47.6759,-122.171,2600,10190,827000
1570,3,1.75,2.0,0,0,3,6,1943,0,98117,47.671,-122.378,1210,8080,339000
2540,5,3.0,2.0,0,0,3,8,2004,0,98042,47.3705,-122.119,2990,14840,439000
2460,5,3.5,1.0,0,2,3,8,1957,0,98103,47.6784,-122.342,2310,7030,864000
1540,2,1.75,2.0,0,0,3,8,1908,0,98004,47.6277,-122.227,1010,10230,869000
2390,4,3.25,1.0,0,0,5,8,1934,2001,98117,47.6787,-122.365,1650,4540,788000
1780,3,3.0,2.0,0,0,3,8,1983,0,98199,47.6365,-122.403,1660,7580,803000
1300,2,1.5,1.0,0,0,3,7,2011,0,98052,47.6898,-122.128,1210,4410,431000
1460,2,1.75,1.5,0,0,4,7,1915,0,98052,47.6788,-122.132,1020,13660,632000
3240,6,3.25,1.0,0,0,3,9,2000,0,98117,47.691,-122.391,2430,7820,987000
1160,4,1.25,2.0,0,0,5,7,1996,0,98042,47.3569,-122.122,1020,10010,274000
2670,4,3.25,1.0,0,0,3,8,1981,0,98033,47.6957,-122.168,1850,4600,1177000
1370,3,2.0,1.0,0,0,4,5,1970,0,98112,47.6211,-122.298,1370,8360,636000
1430,3,2.25,2.0,0,0,3,7,1946,0,98133,47.7457,-122.335,1230,4920,301000
1330,2,1.25,1.0,0,0,3,6,1942,0,98115,47.6806,-122.295,1280,14760,414000
1340,4,1.25,1.0,0,0,3,7,1958,0,98023,47.3141,-122.37,1040,9870,309000
2430,5,2.75,1.0,0,0,3,8,2011,0,98125,47.7238,-122.311,2520,11790,657000
2520,6,4.0,2.0,0,2,5,7,2009,0,98112,47.6242,-122.288,1850,4700,1218000
1850,4,2.5,2.0,0,0,3,6,1921,0,98033,47.6864,-122.189,2050,6010,593000
1990,4,2.5,1.5,0,0,3,8,2012,0,98004,47.6181,-122.204,2250,5070,1364000
1920,5,2.75,1.0,0,0,3,7,1946,0,98125,47.7003,-122.302,880,17110,488000
1640,3,2.25,1.5,0,0,5,7,1943,2015,98118,47.5402,-122.271,1700,10210,462000
970,2,1.0,3.0,0,2,4,5,1987,0,98004,47.591,-122.228,780,13920,580000
2330,5,2.5,2.0,0,0,3,8,1996,0,98103,47.6442,-122.337,2600,14270,950000
2100,4,2.25,2.0,0,0,3,7,1915,2009,98052,47.6777,-122.109,2120,3940,719000
3520,6,4.25,1.5,0,0,4,10,1976,0,98199,47.6372,-122.409,3680,12890,1221000
2680,5,3.5,1.0,0,0,3,8,1967,0,98117,47.676,-122.369,2270,3760,740000
3110,6,4.5,2.0,0,0,4,9,1905,0,98115,47.694,-122.319,2630,4240,803000
2720,5,2.75,2.0,0,0,3,9,1946,0,98042,47.3815,-122.128,3110,2580,684000
670,2,1.0,1.0,0,0,4,6,1977,0,98112,47.6157,-122.282,610,8900,304000
2480,5,3.25,1.0,0,0,1,9,1986,0,98144,47.6069,-122.302,1730,7040,738000
1540,4,2.25,2.0,0,0,3,7,1908,0,98059,47.4743,-122.143,1770,11810,320000
2070,3,2.25,1.0,0,0,3,8,1921,0,98118,47.549,-122.269,1590,7980,464000
2680,3,3.0,1.5,0,3,4,7,1967,0,98115,47.6911,-122.264,2550,5890,1000000
1230,2,2.25,2.0,0,0,3,8,2000,0,98178,47.4941,-122.25,1470,8490,264000
1500,3,1.0,1.5,0,0,3,8,1977,0,98023,47.3149,-122.358,1580,13850,265000
2210,4,2.75,1.0,0,0,3,6,1913,0,98042,47.3666,-122.121,2020,9400,327000
2410,4,3.0,2.0,0,0,3,6,2002,0,98023,47.2936,-122.385,1760,9730,336000
1650,4,2.25,2.0,0,0,3,6,1999,0,98031,47.4151,-122.203,1090,12350,322000
1160,3,2.0,1.0,0,0,1,6,1931,0,98117,47.6969,-122.369,1350,6360,263000
1820,4,2.75,3.0,0,0,3,8,2011,0,98125,47.7372,-122.309,1310,5790,584000
2590,4,3.0,1.0,0,0,3,9,1995,0,98178,47.5072,-122.255,1770,9390,543000
790,2,1.0,2.0,0,0,3,5,1938,0,98117,47.7015,-122.375,750,11940,268000
1280,2,2.0,2.0,0,0,5,7,2007,0,98199,47.6373,-122.407,1050,9230,567000
1390,4,1.75,1.0,0,0,4,7,1911,0,98199,47.654,-122.388,1030,12850,499000
1600,4,2.25,1.0,0,0,3,7,1984,0,98023,47.3146,-122.348,1540,13180,242000
1920,3,2.25,2.0,0,0,3,7,2003,0,98118,47.5503,-122.291,1930,11160,427000
2780,4,3.25,1.5,0,0,3,8,1955,0,98004,47.6057,-122.191,2400,6740,1494000
1630,3,2.25,1.0,0,0,3,7,1916,0,98178,47.4783,-122.245,1310,4540,306000
2470,6,3.75,2.0,0,0,3,9,1992,0,98031,47.4243,-122.203,1450,6850,643000
1190,3,1.25,2.0,0,0,3,6,1945,0,98059,47.4906,-122.126,990,9980,260000
2900,5,3.0,1.0,0,0,3,7,2010,0,98144,47.5893,-122.296,3440,6550,715000
3190,6,4.0,1.0,0,0,3,10,1950,1991,98103,47.6832,-122.328,3260,7470,932000
3380,6,3.75,2.0,0,0,4,9,1935,0,98199,47.6519,-122.402,2570,2500,1240000
1490,2,2.0,1.0,0,0,4,7,1903,0,98133,47.738,-122.368,1620,9610,321000
2130,5,3.0,1.0,0,0,4,7,1955,2012,98106,47.5303,-122.369,1640,14550,440000
1760,2,2.5,1.0,0,0,3,7,1947,0,98115,47.6881,-122.315,1640,4400,441000
2030,3,2.25,3.0,0,0,5,7,1981,0,98004,47.6057,-122.206,1340,6510,1244000
5520,7,5.5,1.0,0,0,3,12,2006,0,98125,47.7265,-122.311,5050,8050,1551000
1070,2,1.75,2.0,0,0,3,5,1969,0,98144,47.5752,-122.311,720,9460,223000
1500,3,2.0,1.0,0,0,3,7,1931,0,98052,47.6908,-122.11,2020,12000,515000
2540,4,3.25,2.0,0,0,3,9,1958,0,98052,47.6993,-122.126,2280,6050,1078000
1850,3,2.5,2.0,0,0,4,8,1961,0,98004,47.6213,-122.181,1390,4010,1137000
1510,4,2.0,1.0,0,0,4,7,1985,0,98059,47.4906,-122.116,1370,3110,303000
1010,3,1.5,1.0,0,0,2,5,1930,0,98133,47.7477,-122.352,1170,15410,209000
1110,3,2.0,1.5,0,0,5,5,1955,0,98118,47.5368,-122.285,1240,14690,275000
1470,3,1.5,2.0,0,0,3,5,1919,1990,98125,47.7145,-122.303,880,3640,319000
1560,3,1.75,2.0,0,0,3,7,1995,0,98118,47.5201,-122.3,1690,3960,450000
1900,4,2.0,2.0,0,0,4,8,1908,0,98031,47.4185,-122.188,1850,4220,431000
1360,2,2.0,1.0,0,0,3,7,2004,0,98031,47.3989,-122.196,1040,15740,228000
3130,5,4.0,1.0,0,0,3,8,1914,0,98106,47.5337,-122.359,2740,7510,649000
4110,7,4.5,2.0,0,0,3,10,1916,0,98004,47.5959,-122.205,3820,4910,2569000
1170,3,1.5,1.0,0,0,3,7,1998,0,98118,47.5285,-122.287,1230,5310,176000
790,2,1.5,2.0,0,0,3,6,1933,0,98004,47.6191,-122.191,700,6800,454000
2540,4,3.25,1.0,0,0,3,9,1932,0,98042,47.3521,-122.123,2550,5310,437000
1870,3,2.75,2.0,0,0,2,7,1983,0,98133,47.7314,-122.336,1970,6010,347000
2570,4,2.75,1.0,0,0,3,8,1902,0,98059,47.4796,-122.121,2220,5570,642000
3230,6,4.25,1.0,0,0,3,9,2012,0,98112,47.6198,-122.292,2830,5960,1628000
1380,3,2.75,1.0,0,0,5,6,1919,0,98042,47.3419,-122.113,1240,8530,287000
2240,5,3.25,2.0,0,0,5,7,1977,1995,98106,47.5355,-122.32,1910,8740,528000
1460,2,2.25,2.0,0,0,4,7,1998,0,98103,47.6423,-122.322,1430,11080,531000
2410,4,3.0,1.0,0,0,4,8,1908,0,98125,47.716,-122.297,2680,7950,620000
3850,7,4.5,2.0,0,1,3,12,1901,1985,98103,47.6894,-122.342,3560,6600,1921000
1080,3,1.75,1.0,0,0,5,6,2012,0,98115,47.6881,-122.278,1110,9680,381000
1130,1,0.75,1.0,0,0,3,5,1929,0,98052,47.7008,-122.095,1000,18220,277000
2140,4,3.0,2.0,0,0,5,8,2004,0,98125,47.7261,-122.299,2200,12050,620000
1700,1,3.0,1.0,0,0,4,8,1908,0,98118,47.551,-122.267,1970,8310,438000
1020,2,1.25,1.0,0,1,3,6,2005,0,98042,47.3626,-122.134,980,9740,201000
2880,5,3.25,2.0,0,0,4,10,1967,0,98115,47.6872,-122.297,2020,13690,1099000
880,3,1.25,1.0,0,3,4,6,1996,0,98118,47.5482,-122.277,750,9490,283000
1600,4,2.0,1.0,0,0,3,7,1908,1997,98023,47.3081,-122.343,1710,13730,306000
1330,4,2.0,1.0,0,0,3,7,1927,0,98133,47.7266,-122.362,1000,5030,297000
2300,4,2.5,3.0,0,0,3,8,1995,0,98052,47.6567,-122.141,2100,14000,994000
2230,5,2.0,1.0,0,0,5,8,1900,0,98059,47.4899,-122.132,1450,10590,559000
2910,5,4.5,1.0,0,0,4,8,1910,0,98103,47.6577,-122.337,1890,7400,1000000
2630,5,3.0,1.0,0,3,3,8,1966,0,98112,47.6228,-122.322,2590,12150,1537000
1070,3,1.25,1.0,0,0,3,6,1956,0,98125,47.7239,-122.309,940,7630,288000
1800,4,1.5,3.0,0,0,3,6,1949,0,98023,47.302,-122.342,1780,4100,302000
1910,5,3.0,2.0,0,0,3,6,1927,2005,98052,47.6804,-122.111,1620,15210,624000
1710,4,2.75,2.0,0,0,4,6,1927,0,98118,47.5457,-122.277,740,10210,346000
