tenure,monthly_charges,total_charges,contract_type,payment_method,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,phone_service,multiple_lines,churn
70,61.65,4270.01,Two year,Bank transfer,DSL,No,No,No,No,Yes,No,Female,0,Yes,No,Yes,Yes,0
7,63.63,439.88,Month-to-month,Credit card,DSL,Yes,No,No,No,Yes,No,Male,1,Yes,Yes,Yes,Yes,0
42,65.43,2739.72,One year,Electronic check,DSL,No,No,Yes,No,Yes,No,Female,0,No,No,Yes,Yes,0
9,58.3,519.7,Month-to-month,Credit card,DSL,No,Yes,Yes,No,Yes,No,Male,0,No,Yes,Yes,No,0
15,84.28,1256.86,Month-to-month,Mailed check,Fiber optic,No,No,No,No,Yes,No,Male,0,Yes,Yes,Yes,Yes,1
14,80.01,1175.69,Month-to-month,Mailed check,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,Yes,No,1
43,65.22,2811.74,One year,Bank transfer,DSL,Yes,Yes,No,Yes,No,No,Female,0,Yes,No,Yes,No,0
48,50.63,2512.54,One year,Bank transfer,DSL,Yes,No,No,No,No,No,Female,0,Yes,Yes,Yes,No,0
30,51.24,1533.96,One year,Mailed check,DSL,No,No,No,No,Yes,No,Male,0,No,No,Yes,No,0
23,19.59,444.48,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,No,0
69,57.78,4014.76,Two year,Bank transfer,DSL,No,No,No,No,Yes,No,Female,0,No,No,Yes,No,0
10,18.46,187.95,Two year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,Yes,0
30,79.78,2312.93,Month-to-month,Electronic check,Fiber optic,No,No,Yes,No,No,No,Male,1,No,Yes,Yes,Yes,1
3,24.52,75.51,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,Yes,0
12,75.56,886.28,Month-to-month,Electronic check,DSL,No,No,No,Yes,Yes,Yes,Female,0,Yes,No,Yes,Yes,1
28,82.92,2265.24,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,No,Yes,No,No,Male,0,Yes,No,Yes,No,0
36,87.75,3141.05,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,No,No,Yes,Female,0,Yes,No,Yes,No,0
4,53.42,216.39,Month-to-month,Electronic check,DSL,No,No,No,No,No,No,Male,0,No,No,Yes,Yes,1
31,15.53,481.48,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,Yes,Yes,No,0
18,15.55,281.03,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,No,0
5,85.96,439.96,Month-to-month,Credit card,Fiber optic,No,Yes,No,Yes,No,Yes,Male,0,Yes,No,Yes,No,1
1,79.02,82.71,Month-to-month,Credit card,Fiber optic,No,Yes,No,No,Yes,No,Male,0,Yes,Yes,Yes,No,0
58,51.56,3046.05,Two year,Credit card,DSL,Yes,No,Yes,No,No,No,Male,0,No,No,Yes,No,0
38,17.26,657.9,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,No,0
48,92.06,4239.4,One year,Mailed check,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,No,Yes,Yes,Yes,0
32,25.19,844.53,Two year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,Yes,0
32,89.23,2831.19,Two year,Electronic check,Fiber optic,Yes,No,No,No,No,Yes,Male,0,Yes,No,Yes,Yes,0
18,86.34,1553.77,Month-to-month,Electronic check,Fiber optic,No,No,No,Yes,No,Yes,Male,0,No,Yes,Yes,Yes,0
39,76.22,3086.99,Month-to-month,Mailed check,Fiber optic,No,No,Yes,No,No,No,Male,0,No,No,Yes,No,0
46,94.53,4209.89,One year,Credit card,Fiber optic,Yes,No,No,No,Yes,Yes,Female,0,No,No,Yes,No,0
31,97.81,3023.34,Month-to-month,Mailed check,Fiber optic,Yes,No,No,Yes,Yes,Yes,Male,0,No,No,Yes,No,0
35,23.19,815.72,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,Yes,0
36,87.28,2996.36,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,No,No,No,Female,0,No,No,Yes,Yes,0
51,82.22,4270.74,Two year,Electronic check,Fiber optic,No,Yes,Yes,No,No,No,Female,0,Yes,No,Yes,No,0
33,89.86,2911.18,Month-to-month,Mailed check,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,Yes,Yes,0
5,83.28,398.8,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,Yes,No,No,Female,0,Yes,No,Yes,Yes,0
71,71.46,4902.55,One year,Mailed check,Fiber optic,No,No,No,Yes,No,No,Male,1,No,No,Yes,No,0
19,60.38,1180.18,One year,Bank transfer,DSL,No,Yes,No,No,No,Yes,Male,0,Yes,No,Yes,No,0
3,17.8,52.94,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,No,1
27,71.48,1886.14,Month-to-month,Credit card,Fiber optic,No,Yes,No,No,No,No,Male,1,Yes,Yes,Yes,No,1
16,16.44,274.78,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,1,Yes,No,Yes,No,1
48,102.54,4818.43,Two year,Credit card,Fiber optic,Yes,Yes,Yes,No,No,Yes,Female,1,Yes,Yes,Yes,Yes,0
15,111.91,1753.83,Two year,Credit card,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,1,No,Yes,Yes,Yes,0
20,20.11,386.38,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,1,Yes,Yes,Yes,Yes,0
28,81.15,2349.59,Month-to-month,Bank transfer,Fiber optic,No,No,No,No,Yes,No,Male,0,Yes,Yes,Yes,No,0
16,69.88,1090.91,Month-to-month,Credit card,DSL,Yes,Yes,No,Yes,No,Yes,Male,0,No,No,Yes,Yes,0
25,84.6,2161.4,Month-to-month,Bank transfer,DSL,Yes,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,No,No phone service,0
12,63.32,741.46,Two year,Electronic check,DSL,Yes,No,Yes,No,No,Yes,Male,0,No,Yes,Yes,No,0
28,74.84,2046.1,Month-to-month,Electronic check,Fiber optic,No,No,No,Yes,No,No,Male,0,Yes,No,Yes,No,1
35,19.59,652.72,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,Yes,Yes,Yes,0
30,24.54,727.5,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,Yes,Yes,Yes,1
52,97.13,4868.19,One year,Bank transfer,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,Yes,No,Yes,No,0
64,86.17,5463.58,Two year,Electronic check,Fiber optic,No,No,No,No,Yes,No,Female,0,Yes,No,Yes,Yes,0
22,92.52,2058.71,One year,Electronic check,Fiber optic,No,Yes,Yes,Yes,No,Yes,Female,0,No,No,Yes,No,0
66,18.35,1235.85,One year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,No,0
37,26.08,1008.52,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,Yes,Yes,Yes,0
11,74.79,827.77,Two year,Electronic check,Fiber optic,No,No,No,Yes,No,No,Female,0,No,No,Yes,Yes,0
18,84.48,1478.08,Month-to-month,Credit card,Fiber optic,No,No,No,No,No,Yes,Female,1,Yes,No,Yes,Yes,1
25,76.47,1825.37,Month-to-month,Credit card,Fiber optic,Yes,No,No,No,No,No,Male,1,No,No,Yes,Yes,1
16,81.86,1331.21,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,No,No,No,Male,0,No,No,Yes,No,0
38,85.32,3338.6,One year,Electronic check,Fiber optic,No,No,Yes,Yes,No,No,Male,0,Yes,No,Yes,Yes,0
17,53.5,950.31,Month-to-month,Bank transfer,DSL,Yes,No,No,No,No,No,Male,1,No,Yes,Yes,No,0
13,59.7,773.26,Month-to-month,Electronic check,DSL,No,No,No,No,Yes,Yes,Male,0,No,No,Yes,No,1
49,56.99,2709.36,One year,Bank transfer,DSL,No,No,No,Yes,No,Yes,Female,0,Yes,No,No,No phone service,0
2,58.08,118.84,Month-to-month,Credit card,DSL,No,No,Yes,No,No,No,Female,0,Yes,No,Yes,Yes,0
55,79.74,4534.27,Two year,Electronic check,Fiber optic,No,Yes,No,No,No,No,Female,0,Yes,No,Yes,Yes,0
34,84.73,2849.2,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,No,No,Male,0,No,Yes,Yes,Yes,0
55,43.9,2387.41,One year,Mailed check,DSL,No,No,No,No,No,No,Male,0,No,No,No,No phone service,0
38,63.05,2490.49,Two year,Bank transfer,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,Yes,No,Yes,No,0
14,51.38,699.08,Month-to-month,Mailed check,DSL,Yes,No,Yes,No,No,No,Male,0,No,No,Yes,No,0
59,17.05,980.12,One year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,1,No,No,Yes,No,0
10,50.7,503.37,Month-to-month,Credit card,DSL,No,No,No,No,No,No,Male,0,No,Yes,Yes,Yes,0
18,78.07,1466.05,One year,Credit card,Fiber optic,No,Yes,No,Yes,No,No,Female,0,Yes,Yes,Yes,No,0
71,57.53,4186.68,Two year,Mailed check,DSL,Yes,No,No,No,No,Yes,Female,0,Yes,No,No,No phone service,0
14,88.26,1244.5,Month-to-month,Credit card,Fiber optic,No,Yes,No,No,No,Yes,Female,0,No,Yes,Yes,Yes,1
30,95.68,2885.41,One year,Bank transfer,Fiber optic,Yes,Yes,No,No,Yes,No,Male,0,Yes,No,No,No phone service,0
27,78.49,2057.87,Two year,Electronic check,DSL,Yes,Yes,Yes,Yes,Yes,No,Female,0,Yes,Yes,Yes,Yes,0
24,85.49,1978.77,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,No,0
50,78.34,4032.91,Two year,Bank transfer,Fiber optic,No,No,Yes,No,No,No,Female,1,No,No,Yes,Yes,0
63,27.1,1668.62,Two year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,Yes,0
37,64.06,2448.35,Month-to-month,Electronic check,DSL,No,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,No,0
38,19.03,704.63,Two year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,1,Yes,No,Yes,No,0
39,86.09,3264.29,Month-to-month,Mailed check,Fiber optic,No,Yes,No,No,No,Yes,Female,0,No,No,Yes,No,0
35,89.0,3079.37,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,No,Yes,Male,0,Yes,No,Yes,Yes,1
58,47.91,2702.03,Two year,Bank transfer,DSL,No,No,No,No,No,No,Male,0,Yes,No,No,No phone service,0
66,70.87,4863.99,Two year,Mailed check,DSL,Yes,No,Yes,Yes,No,Yes,Male,0,No,No,Yes,Yes,0
23,83.32,1908.31,One year,Credit card,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,Yes,Yes,No,0
23,93.47,2205.88,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,No,Yes,No,Female,0,No,Yes,Yes,Yes,0
6,92.87,538.34,Two year,Electronic check,Fiber optic,Yes,No,Yes,No,Yes,No,Male,0,Yes,No,Yes,Yes,0
11,77.28,886.2,Month-to-month,Electronic check,Fiber optic,No,No,No,No,Yes,No,Female,0,Yes,No,Yes,No,1
44,89.6,4114.98,Two year,Bank transfer,Fiber optic,Yes,Yes,Yes,No,No,Yes,Male,0,No,No,Yes,No,0
12,81.04,991.68,Month-to-month,Electronic check,Fiber optic,No,No,Yes,No,No,Yes,Male,0,No,No,Yes,No,1
10,65.08,644.74,One year,Credit card,DSL,Yes,No,No,Yes,No,Yes,Female,0,Yes,No,Yes,No,0
14,53.93,778.94,Two year,Electronic check,DSL,No,No,No,No,No,Yes,Female,0,Yes,Yes,Yes,No,0
38,18.74,720.24,One year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,No,No phone service,0
33,73.6,2489.69,Month-to-month,Bank transfer,Fiber optic,No,Yes,No,No,No,No,Female,0,Yes,No,Yes,No,0
5,81.9,429.15,Month-to-month,Electronic check,Fiber optic,No,Yes,No,No,No,No,Male,1,Yes,Yes,Yes,Yes,1
13,65.69,872.74,Month-to-month,Bank transfer,DSL,No,No,No,Yes,Yes,Yes,Male,0,Yes,Yes,No,No phone service,1
44,84.54,3574.15,One year,Credit card,Fiber optic,Yes,No,Yes,No,Yes,No,Male,1,Yes,No,No,No phone service,0
19,85.2,1564.6,Month-to-month,Electronic check,Fiber optic,No,No,No,No,No,Yes,Male,0,Yes,Yes,Yes,Yes,1
33,91.9,3016.77,Month-to-month,Credit card,Fiber optic,No,No,No,No,Yes,Yes,Male,0,Yes,Yes,Yes,Yes,0
32,43.72,1342.29,Two year,Electronic check,DSL,No,No,No,No,No,No,Male,1,No,No,No,No phone service,0
16,21.96,336.96,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,Yes,1
28,70.44,2048.7,Two year,Bank transfer,Fiber optic,No,No,Yes,No,No,No,Male,0,Yes,No,Yes,No,0
35,24.9,884.81,Two year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,Yes,Yes,Yes,0
32,92.58,2959.3,One year,Electronic check,Fiber optic,Yes,Yes,No,No,Yes,No,Female,1,Yes,No,Yes,No,0
55,21.5,1183.33,Two year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,Yes,Yes,No,0
21,80.23,1740.39,Month-to-month,Electronic check,Fiber optic,No,No,No,No,Yes,Yes,Female,1,No,No,Yes,No,1
28,23.55,663.5,Two year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,1,No,Yes,No,No phone service,0
37,54.12,1989.17,Month-to-month,Bank transfer,DSL,Yes,Yes,No,No,No,No,Female,0,No,Yes,Yes,No,0
39,18.9,752.51,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,No,0
20,64.53,1310.27,Month-to-month,Electronic check,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,No,1
60,84.25,4870.04,One year,Bank transfer,Fiber optic,No,Yes,Yes,No,No,No,Male,0,No,No,Yes,Yes,0
11,100.29,1112.4,One year,Credit card,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Male,0,Yes,No,Yes,No,0
17,88.69,1531.39,Month-to-month,Credit card,Fiber optic,No,No,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,Yes,1
7,65.44,437.39,Month-to-month,Mailed check,DSL,Yes,No,Yes,No,Yes,No,Male,1,No,No,Yes,No,1
24,21.82,509.61,Two year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,Yes,Yes,No,0
17,66.48,1111.24,Month-to-month,Mailed check,DSL,No,Yes,Yes,No,No,No,Female,0,No,Yes,Yes,Yes,0
31,54.2,1745.57,Month-to-month,Electronic check,DSL,Yes,No,Yes,No,No,No,Male,0,No,Yes,No,No phone service,0
58,77.55,4383.21,Two year,Electronic check,Fiber optic,No,Yes,No,No,Yes,No,Female,0,Yes,No,Yes,No,0
27,18.13,491.08,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,No,0
48,24.66,1179.91,One year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,Yes,0
26,26.06,707.45,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,Yes,Yes,Yes,0
13,81.88,1075.84,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,No,No,No,Female,0,No,Yes,Yes,No,1
4,56.47,231.85,Month-to-month,Credit card,DSL,Yes,No,Yes,No,No,No,Male,0,No,Yes,Yes,Yes,0
16,68.99,1093.09,Two year,Credit card,DSL,No,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,No,0
29,89.44,2549.57,Month-to-month,Credit card,Fiber optic,No,Yes,Yes,Yes,No,No,Male,0,Yes,No,Yes,Yes,1
6,73.1,419.85,Month-to-month,Credit card,DSL,No,Yes,No,Yes,Yes,Yes,Female,0,Yes,No,Yes,Yes,0
10,22.43,220.4,Two year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,No,0
25,91.14,2317.38,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,No,Yes,No,Male,0,No,No,Yes,Yes,0
31,85.27,2762.09,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,No,Yes,No,Female,0,No,Yes,Yes,No,0
16,71.81,1188.11,Month-to-month,Electronic check,DSL,No,No,Yes,No,Yes,Yes,Male,0,No,No,Yes,Yes,1
26,64.49,1664.18,Month-to-month,Electronic check,DSL,No,No,No,Yes,Yes,No,Female,0,No,No,Yes,Yes,0
32,93.88,2999.3,Month-to-month,Electronic check,Fiber optic,No,No,No,Yes,Yes,Yes,Female,0,No,No,Yes,No,0
42,20.02,868.1,Two year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,No,0
70,89.83,6356.11,Two year,Bank transfer,Fiber optic,No,Yes,No,Yes,No,No,Female,0,Yes,No,Yes,Yes,0
16,92.17,1507.78,Month-to-month,Electronic check,Fiber optic,No,No,No,No,Yes,Yes,Female,0,Yes,No,Yes,Yes,1
16,51.96,863.14,Month-to-month,Credit card,DSL,No,No,Yes,No,No,No,Female,0,Yes,No,Yes,Yes,0
2,82.34,168.64,Month-to-month,Electronic check,Fiber optic,No,No,Yes,No,No,Yes,Female,0,No,Yes,No,No phone service,1
18,90.65,1678.04,Month-to-month,Credit card,Fiber optic,No,No,Yes,Yes,Yes,No,Female,0,Yes,No,Yes,Yes,1
36,90.41,3311.05,Two year,Electronic check,Fiber optic,Yes,Yes,Yes,No,No,Yes,Female,0,Yes,No,Yes,No,0
33,27.0,876.64,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,Yes,0
46,101.61,4894.02,Two year,Credit card,Fiber optic,No,Yes,Yes,Yes,No,Yes,Male,0,Yes,No,Yes,Yes,0
37,60.74,2200.61,Month-to-month,Electronic check,DSL,No,Yes,Yes,Yes,No,No,Female,0,No,No,Yes,No,0
30,19.72,593.7,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,1,Yes,No,Yes,No,1
28,83.29,2406.11,Two year,Mailed check,Fiber optic,No,No,Yes,No,No,No,Female,0,No,No,Yes,Yes,0
46,77.01,3705.47,Two year,Electronic check,DSL,No,No,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,Yes,0
40,90.32,3645.46,One year,Electronic check,Fiber optic,Yes,No,Yes,Yes,No,No,Female,0,No,No,Yes,Yes,0
21,98.43,1991.24,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,Yes,No,Yes,Male,0,No,No,Yes,Yes,1
22,19.23,428.41,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,Yes,0
9,61.52,538.46,Month-to-month,Bank transfer,DSL,Yes,No,Yes,Yes,No,No,Male,0,No,Yes,No,No phone service,0
34,69.74,2294.56,Two year,Bank transfer,DSL,No,No,Yes,No,No,Yes,Female,0,Yes,No,Yes,Yes,0
48,78.33,3942.95,Two year,Electronic check,Fiber optic,No,No,No,No,No,Yes,Female,0,No,No,Yes,No,0
56,71.41,3906.66,Two year,Mailed check,DSL,No,Yes,No,No,Yes,Yes,Male,0,Yes,No,Yes,Yes,0
27,85.39,2229.51,Month-to-month,Credit card,Fiber optic,No,No,No,Yes,No,Yes,Female,1,Yes,No,Yes,No,1
19,74.82,1398.21,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,No,No,No,Female,0,Yes,No,Yes,No,0
26,90.05,2375.62,Month-to-month,Mailed check,Fiber optic,No,Yes,No,No,No,Yes,Male,0,Yes,Yes,Yes,Yes,0
32,56.42,1760.37,Month-to-month,Electronic check,DSL,No,No,No,No,Yes,No,Female,0,No,No,Yes,Yes,0
43,69.08,3101.69,One year,Electronic check,DSL,Yes,No,No,Yes,Yes,No,Female,0,Yes,No,Yes,Yes,0
19,103.07,1982.39,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,No,0
48,71.03,3469.85,One year,Mailed check,Fiber optic,No,No,No,No,No,No,Male,1,No,No,No,No phone service,0
55,37.7,2088.82,Two year,Electronic check,DSL,No,No,No,No,No,No,Female,0,No,No,No,No phone service,0
35,16.23,572.15,Two year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,No,0
25,106.78,2566.06,Month-to-month,Bank transfer,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,Yes,0
13,22.02,292.55,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,No,0
3,82.1,235.83,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,No,No,Yes,Male,0,Yes,No,Yes,Yes,1
62,54.83,3564.55,One year,Electronic check,DSL,No,No,No,No,Yes,No,Female,1,Yes,Yes,Yes,No,0
33,88.24,2925.59,Two year,Credit card,Fiber optic,Yes,No,Yes,No,No,Yes,Female,1,Yes,Yes,Yes,No,0
26,57.73,1515.6,Month-to-month,Credit card,DSL,No,Yes,No,No,No,Yes,Male,0,No,No,Yes,No,0
24,62.62,1538.1,Month-to-month,Electronic check,DSL,No,Yes,No,Yes,Yes,No,Male,0,Yes,No,Yes,Yes,0
34,20.5,729.47,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,No,1
23,91.21,2162.04,Two year,Mailed check,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,No,No phone service,0
12,73.19,847.45,Two year,Bank transfer,DSL,No,No,No,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,Yes,0
8,103.44,829.87,One year,Electronic check,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,Yes,0
32,79.0,2537.82,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,No,No,Male,0,No,No,Yes,Yes,1
21,20.77,446.85,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,Yes,Yes,No,0
33,74.58,2420.93,One year,Bank transfer,Fiber optic,No,Yes,No,No,No,No,Male,1,Yes,No,Yes,No,0
7,74.88,519.39,Month-to-month,Mailed check,DSL,No,No,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,Yes,1
4,51.71,198.59,Month-to-month,Credit card,DSL,No,No,No,No,No,No,Male,0,No,No,Yes,Yes,0
19,96.75,1904.12,Month-to-month,Mailed check,Fiber optic,No,Yes,No,Yes,No,Yes,Male,0,No,No,Yes,Yes,1
10,93.24,921.13,One year,Mailed check,Fiber optic,Yes,Yes,No,Yes,Yes,No,Female,0,No,No,Yes,No,0
21,61.4,1268.89,Month-to-month,Bank transfer,DSL,No,No,Yes,Yes,No,Yes,Male,0,No,No,Yes,No,1
40,15.66,607.22,Two year,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,Yes,Yes,No,0
65,66.73,4327.57,One year,Bank transfer,DSL,Yes,Yes,Yes,No,No,No,Female,0,No,Yes,Yes,Yes,0
53,92.49,4953.97,One year,Electronic check,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,Yes,0
33,47.69,1644.46,Month-to-month,Electronic check,DSL,Yes,No,No,No,No,No,Male,0,No,No,Yes,No,0
39,72.15,2903.34,Month-to-month,Mailed check,Fiber optic,Yes,No,No,No,No,No,Male,0,Yes,Yes,No,No phone service,1
67,74.55,4764.41,Two year,Mailed check,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,Yes,0
67,21.07,1430.75,Two year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,No,0
66,92.18,6006.22,One year,Mailed check,Fiber optic,No,No,No,No,Yes,Yes,Female,0,Yes,No,Yes,No,0
29,86.76,2634.82,Two year,Electronic check,Fiber optic,No,No,No,No,Yes,Yes,Male,0,Yes,No,Yes,No,0
15,90.78,1419.55,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,Yes,No,No,Male,0,No,Yes,Yes,Yes,0
17,90.71,1530.95,One year,Mailed check,Fiber optic,No,No,No,Yes,Yes,Yes,Male,0,No,No,Yes,No,0
24,69.81,1673.13,Two year,Electronic check,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,Yes,No,0
1,74.75,75.26,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,No,No,No,Male,0,No,No,No,No phone service,1
10,83.79,837.9,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,Yes,No,No,Male,0,No,No,Yes,No,0
41,55.07,2196.22,One year,Electronic check,DSL,Yes,No,No,No,No,No,Male,0,Yes,No,Yes,Yes,0
22,19.01,419.13,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,Yes,Yes,No,0
59,77.49,4751.92,Two year,Bank transfer,Fiber optic,No,Yes,No,No,No,No,Male,0,No,Yes,Yes,No,0
6,69.53,414.12,Two year,Mailed check,DSL,No,No,Yes,No,Yes,Yes,Male,0,No,No,Yes,Yes,0
56,17.66,949.67,Two year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,No,0
6,86.83,510.35,Month-to-month,Electronic check,Fiber optic,No,Yes,No,Yes,No,Yes,Male,0,No,No,Yes,No,0
13,57.37,773.01,Month-to-month,Mailed check,DSL,No,No,No,No,Yes,No,Male,0,No,No,Yes,No,0
21,88.76,1883.05,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,No,Yes,Male,0,No,Yes,No,No phone service,0
10,18.53,188.15,Two year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,Yes,Yes,No,0
31,97.17,2946.73,Two year,Mailed check,Fiber optic,Yes,No,Yes,No,Yes,Yes,Male,0,No,No,Yes,No,0
3,24.11,73.29,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,Yes,1
13,86.42,1078.54,One year,Electronic check,Fiber optic,No,Yes,No,No,Yes,No,Female,0,Yes,Yes,Yes,No,1
37,81.26,3085.46,Two year,Electronic check,Fiber optic,No,Yes,Yes,No,No,No,Male,0,No,Yes,Yes,No,0
9,87.27,776.75,One year,Mailed check,Fiber optic,No,No,No,Yes,Yes,No,Female,0,Yes,No,No,No phone service,0
